bronze,sliver,gold,sliver_lines,gold_lines,difference
calendrier-scolaire-2025-2026.pdf,,,,,
kinshasa-2019a.pdf,kinshasa-2019a.txt,palmares-2019-kinshasa.txt,138496,130404,-8092
palm-bas-fleuve-21-2019.pdf,palm-bas-fleuve-21-2019.txt,palmares-2019-bas-fleuve-21.txt,21040,19643,-1397
palm-bas-uele-54-2019.pdf,palm-bas-uele-54-2019.txt,palmares-2019-bas-uele-54.txt,2715,2525,-190
palm-cataratces-22-2019.pdf,palm-cataratces-22-2019.txt,palmares-2019-cataratces-22.txt,10595,9842,-753
palm-equateur-1-41-2019.pdf,palm-equateur-1-41-2019.txt,palmares-2019-equateur-1-41.txt,9908,9312,-596
palm-equateur-2-46-2019.pdf,palm-equateur-2-46-2019.txt,palmares-2019-equateur-2-46.txt,4402,4054,-348
palm-haut-katanga-2-76-2019.pdf,palm-haut-katanga-2-76-2019.txt,palmares-2019-haut-katanga-2-76.txt,3920,3699,-221
palm-haut-katanga-71-2019.pdf,palm-haut-katanga-71-2019.txt,palmares-2019-haut-katanga-71.txt,64350,60735,-3615
palm-haut-lomami-1-72-2019.pdf,palm-haut-lomami-1-72-2019.txt,palmares-2019-haut-lomami-72.txt,10624,9947,-677
palm-haut-lomami-2-75-2019.pdf,palm-haut-lomami-2-75-2019.txt,palmares-2019-haut-lomami-2-75.txt,7884,7514,-370
palm-haut-uele-53-2019.pdf,palm-haut-uele-53-2019.txt,palmares-2019-haut-uele-53.txt,5871,5443,-428
palm-hf-2019.pdf,palm-hf-2019.txt,palmares-2019-hf.txt,473,464,-9
palm-ituri-1-52-2019.pdf,palm-ituri-1-52-2019.txt,palmares-2019-ituri-1-52.txt,9362,8754,-608
palm-ituri-2-56-2019.pdf,palm-ituri-2-56-2019.txt,palmares-2019-ituri-2-56.txt,6647,6182,-465
palm-junacyc-2019.pdf,palm-junacyc-2019.txt,palmares-2019-junacyc.txt,7389,6721,-668
palm-kasai-1-82-2019.pdf,palm-kasai-1-82-2019.txt,palmares-2019-kasai-1-82.txt,9690,8906,-784
palm-kasai-2-84-2019.pdf,palm-kasai-2-84-2019.txt,palmares-2019-kasai-2-84.txt,11085,10384,-701
palm-kasai-central-1-81-2019.pdf,palm-kasai-central-1-81-2019.txt,palmares-2019-kasai-central-1-81.txt,16707,15896,-811
palm-kasai-central-2-83-2019-2.pdf,palm-kasai-central-2-83-2019-2.txt,palmares-2019-kasai-central-2-83.txt,6445,6070,-375
palm-kasai-central-2-83-2019.pdf,palm-kasai-central-2-83-2019.txt,palmares-2019-kasai-central-2-83.txt,6445,6070,-375
palm-kasai-oriental-91-2019.pdf,palm-kasai-oriental-91-2019.txt,palmares-2019-kasai-oriental-91.txt,14644,13821,-823
palm-kwango-1-33-2019.pdf,palm-kwango-1-33-2019.txt,palmares-2019-kwango-1-33.txt,13400,12287,-1113
palm-kwango-2-36-2019.pdf,palm-kwango-2-36-2019.txt,palmares-2019-kwango-2-36.txt,7509,6907,-602
palm-kwilu-1-32-2019.pdf,palm-kwilu-1-32-2019.txt,palmares-2019-kwilu-1-32.txt,13637,12565,-1072
palm-kwilu-2-34-2019.pdf,palm-kwilu-2-34-2019.txt,palmares-2019-kwilu-2-34.txt,31330,28664,-2666
palm-kwilu-3-35-2019.pdf,palm-kwilu-3-35-2019.txt,palmares-2019-kwilu-3-35.txt,19015,17741,-1274
palm-lomami-93-2019.pdf,palm-lomami-93-2019.txt,palmares-2019-lomami-93.txt,24272,22805,-1467
palm-lualaba-1-74-2019.pdf,palm-lualaba-1-74-2019.txt,palmares-2019-lualaba-1-74.txt,7701,7223,-478
palm-lualaba-2-78-2019.pdf,palm-lualaba-2-78-2019.txt,palmares-2019-lualaba-2-78.txt,4398,4154,-244
palm-lukaya-23-2019.pdf,palm-lukaya-23-2019.txt,palmares-2019-lukaya-23.txt,6257,5833,-424
palm-mai-ndombe-31-2019-global-avec-session-speciale.pdf,palm-mai-ndombe-31-2019-global-avec-session-speciale.txt,palmares-2019-mai-ndombe-31-s.txt,17068,15964,-1104
palm-maniema-64-2019.pdf,palm-maniema-64-2019.txt,palmares-2019-maniema-64.txt,16486,15355,-1131
palm-mongala-44-2019.pdf,palm-mongala-44-2019.txt,palmares-2019-mongala-44.txt,10152,9444,-708
palm-nord-kivu-1-61-2019.pdf,palm-nord-kivu-1-61-2019.txt,palmares-2019-nord-kivu-1-61.txt,17748,16765,-983
palm-nord-kivu-2-62-2019-global-avec-session-speciale.pdf,palm-nord-kivu-2-62-2019-global-avec-session-speciale.txt,palmares-2019-nord-kivu-2-62-s.txt,26480,24866,-1614
palm-nord-kivu-3-66-2019.pdf,palm-nord-kivu-3-66-2019.txt,palmares-2019-nord-kivu-3-66.txt,11929,11195,-734
palm-nord-ubangi-45-2019.pdf,palm-nord-ubangi-45-2019.txt,palmares-2019-nord-ubangi-45.txt,5936,5417,-519
palm-sankuru-92-2019.pdf,palm-sankuru-92-2019.txt,palmares-2019-sankuru-92.txt,16288,14985,-1303
palm-sud-kivu-1-63-2019.pdf,palm-sud-kivu-1-63-2019.txt,palmares-2019-sud-kivu-1-63.txt,28307,26803,-1504
palm-sud-kivu-2-65-2019.pdf,palm-sud-kivu-2-65-2019.txt,palmares-2019-sud-kivu-2-65.txt,10830,10303,-527
palm-sud-kivu-3-67-2019.pdf,palm-sud-kivu-3-67-2019.txt,palmares-2019-sud-kivu-3-67.txt,3876,3572,-304
palm-sud-ubangi-1-42-2019.pdf,palm-sud-ubangi-1-42-2019.txt,palmares-2019-sud-ubangi-1-42.txt,8300,7696,-604
palm-sud-ubangi-2-47-2019-global-avec-session-speciale.pdf,palm-sud-ubangi-2-47-2019-global-avec-session-speciale.txt,palmares-2019-sud-ubangi-2-47-s.txt,4753,4394,-359
palm-tanganyika-1-73-2019.pdf,palm-tanganyika-1-73-2019.txt,palmares-2019-tanganyika-1-73.txt,6017,5681,-336
palm-tanganyika-2-77-2019.pdf,palm-tanganyika-2-77-2019.txt,palmares-2019-tanganyika-2-77.txt,5771,5430,-341
palm-tshopo-1-51-2019.pdf,palm-tshopo-1-51-2019.txt,palmares-2019-tshopo-1-51.txt,14605,13662,-943
palm-tshopo-2-55-2019.pdf,palm-tshopo-2-55-2019.txt,palmares-2019-tshopo-2-55.txt,7226,6595,-631
palm-tshuapa-43-2019.pdf,palm-tshuapa-43-2019.txt,palmares-2019-tshuapa-43.txt,5234,4945,-289
palm54-junacyc-2016.pdf,palm54-junacyc-2016.txt,palmares-2016-junacyc.txt,7411,6686,-725
palmares-01-hors-frontieres.pdf,,,,,
palmares-11-kinshasa-mont-amba.pdf,palmares-11-kinshasa-mont-amba.txt,palmares-2023-kinshasa-mont-amba-11.txt,118720,51896,-66824
palmares-12-kinshasa-funa.pdf,palmares-12-kinshasa-funa.txt,palmares-2023-kinshasa-funa-12.txt,88462,37840,-50622
palmares-13-kinshasa-lukunga.pdf,palmares-13-kinshasa-lukunga.txt,palmares-2023-kinshasa-lukunga-13.txt,130577,60009,-70568
palmares-14-kinshasa-tshangu.pdf,palmares-14-kinshasa-tshangu.txt,palmares-2023-kinshasa-tshangu-14.txt,128651,58058,-70593
palmares-15-kinshasa-plateau.pdf,palmares-15-kinshasa-plateau.txt,palmares-2023-kinshasa-plateau-15.txt,55760,26835,-28925
palmares-2011-bandundu.pdf,palmares-2011-bandundu.txt,palmares-2011-bandundu.txt,78123,73091,-5032
palmares-2011-bas-congo.pdf,palmares-2011-bas-congo.txt,palmares-2011-bas-congo.txt,21167,19783,-1384
palmares-2011-equateur.pdf,palmares-2011-equateur.txt,palmares-2011-equateur.txt,31735,29926,-1809
palmares-2011-hors-frontieres.pdf,palmares-2011-hors-frontieres.txt,palmares-2011-hf.txt,933,867,-66
palmares-2011-junacyp.pdf,palmares-2011-junacyp.txt,palmares-2011-junacyc.txt,7011,6330,-681
palmares-2011-kasai-occidental.pdf,palmares-2011-kasai-occidental.txt,palmares-2011-kasai-occidental.txt,30420,28828,-1592
palmares-2011-kasai-oriental.pdf,palmares-2011-kasai-oriental.txt,palmares-2011-kasai-oriental.txt,32494,30548,-1946
palmares-2011-katanga.pdf,palmares-2011-katanga.txt,palmares-2011-katanga.txt,47867,45521,-2346
palmares-2011-kinshasa.pdf,palmares-2011-kinshasa.txt,palmares-2011-kinshasa.txt,81038,77323,-3715
palmares-2011-maniema.pdf,palmares-2011-maniema.txt,palmares-2011-maniema.txt,11961,11364,-597
palmares-2011-nord-kivu.pdf,palmares-2011-nord-kivu.txt,palmares-2011-nord-kivu.txt,30526,28990,-1536
palmares-2011-prov-orientale.pdf,palmares-2011-prov-orientale.txt,palmares-2011-province-orientale.txt,22020,20765,-1255
palmares-2011-sud-kivu.pdf,palmares-2011-sud-kivu.txt,palmares-2011-sud-kivu.txt,28371,27187,-1184
palmares-2012-technique-tous.pdf,palmares-2012-technique-tous.txt,palmares-2012-technique-tous.txt,82028,76050,-5978
palmares-2014-global.pdf,palmares-2014-global.txt,palmares-2014-global.txt,456771,428403,-28368
palmares-2020-74-lualaba-corrige-922a.pdf,palmares-2020-74-lualaba-corrige-922a.txt,palmares-2020-lualaba-corrige-922a.txt,33,31,-2
palmares-2020-global.pdf,palmares-2020-global.txt,palmares-2020-global.txt,826263,778340,-47923
palmares-2020-hors-frontieres-ss.pdf,palmares-2020-hors-frontieres-ss.txt,palmares-2020-hf-ss.txt,524,511,-13
palmares-2020-junacyc-lualaba-corrige-919.pdf,palmares-2020-junacyc-lualaba-corrige-919.txt,palmares-2020-junacyc-lualaba-corrige-919.txt,80,75,-5
palmares-2021-bas-uele.pdf,palmares-2021-bas-uele.txt,palmares-2021-bas-uele.txt,5012,2652,-2360
palmares-2021-equateur-1.pdf,palmares-2021-equateur-1.txt,palmares-2021-equateur-1.txt,25475,12989,-12486
palmares-2021-equateur-2.pdf,palmares-2021-equateur-2.txt,palmares-2021-equateur-2.txt,9811,5057,-4754
palmares-2021-global.pdf,palmares-2021-global.txt,palmares-2021-global.txt,715074,662569,-52505
palmares-2021-haut-katanga-1.pdf,palmares-2021-haut-katanga-1.txt,palmares-2021-haut-katanga-1.txt,114403,58886,-55517
palmares-2021-haut-katanga-2.pdf,palmares-2021-haut-katanga-2.txt,palmares-2021-haut-katanga-2.txt,8454,4289,-4165
palmares-2021-haut-lomami-1.pdf,palmares-2021-haut-lomami-1.txt,palmares-2021-haut-lomami-1.txt,23620,12069,-11551
palmares-2021-haut-lomami-2.pdf,palmares-2021-haut-lomami-2.txt,palmares-2021-haut-lomami-2.txt,15334,7771,-7563
palmares-2021-haut-uele-1.pdf,palmares-2021-haut-uele-1.txt,palmares-2021-haut-uele-1.txt,6201,3219,-2982
palmares-2021-haut-uele-2.pdf,palmares-2021-haut-uele-2.txt,palmares-2021-haut-uele-2.txt,3623,1936,-1687
palmares-2021-ituri-1.pdf,palmares-2021-ituri-1.txt,palmares-2021-ituri-1.txt,15502,8028,-7474
palmares-2021-ituri-2.pdf,palmares-2021-ituri-2.txt,palmares-2021-ituri-2.txt,6264,3233,-3031
palmares-2021-ituri-3.pdf,palmares-2021-ituri-3.txt,palmares-2021-ituri-3.txt,4409,2357,-2052
palmares-2021-kasai-1.pdf,palmares-2021-kasai-1.txt,palmares-2021-kasai-1.txt,29360,15170,-14190
palmares-2021-kasai-2.pdf,palmares-2021-kasai-2.txt,palmares-2021-kasai-2.txt,30659,15669,-14990
palmares-2021-kasai-central-1.pdf,palmares-2021-kasai-central-1.txt,palmares-2021-kasai-central-1.txt,31706,16306,-15400
palmares-2021-kasai-central-2.pdf,palmares-2021-kasai-central-2.txt,palmares-2021-kasai-central-2.txt,16174,8292,-7882
palmares-2021-kasai-oriental-1.pdf,palmares-2021-kasai-oriental-1.txt,palmares-2021-kasai-oriental-1.txt,31515,16081,-15434
palmares-2021-kasai-oriental-2.pdf,palmares-2021-kasai-oriental-2.txt,palmares-2021-kasai-oriental-2.txt,3807,1964,-1843
palmares-2021-kinshasa-funa.pdf,palmares-2021-kinshasa-funa.txt,palmares-2021-kinshasa-funa.txt,43495,22220,-21275
palmares-2021-kinshasa-lukunga.pdf,palmares-2021-kinshasa-lukunga.txt,palmares-2021-kinshasa-lukunga.txt,52472,27308,-25164
palmares-2021-kinshasa-mont-amba.pdf,palmares-2021-kinshasa-mont-amba.txt,palmares-2021-kinshasa-mont-amba.txt,61223,31148,-30075
palmares-2021-kinshasa-plateau.pdf,palmares-2021-kinshasa-plateau.txt,palmares-2021-kinshasa-plateau.txt,22802,11765,-11037
palmares-2021-kinshasa-tshangu.pdf,palmares-2021-kinshasa-tshangu.txt,palmares-2021-kinshasa-tshangu.txt,60028,30899,-29129
palmares-2021-kongo-central-1.pdf,palmares-2021-kongo-central-1.txt,palmares-2021-kongo-central-1.txt,32812,17096,-15716
palmares-2021-kongo-central-2.pdf,palmares-2021-kongo-central-2.txt,palmares-2021-kongo-central-2.txt,17566,9302,-8264
palmares-2021-kongo-central-3.pdf,palmares-2021-kongo-central-3.txt,palmares-2021-kongo-central-3.txt,11352,5864,-5488
palmares-2021-kwango-1.pdf,palmares-2021-kwango-1.txt,palmares-2021-kwango-1.txt,25139,13156,-11983
palmares-2021-kwango-2.pdf,palmares-2021-kwango-2.txt,palmares-2021-kwango-2.txt,18251,9315,-8936
palmares-2021-kwilu-1.pdf,palmares-2021-kwilu-1.txt,palmares-2021-kwilu-1.txt,25925,13444,-12481
palmares-2021-kwilu-2.pdf,,palmares-2021-kwilu-2.txt,,,
palmares-2021-kwilu-3.pdf,palmares-2021-kwilu-3.txt,palmares-2021-kwilu-3.txt,44637,23528,-21109
palmares-2021-lomami.pdf,palmares-2021-lomami.txt,palmares-2021-lomami.txt,47474,24363,-23111
palmares-2021-lualaba-1.pdf,palmares-2021-lualaba-1.txt,palmares-2021-lualaba-1.txt,18246,9353,-8893
palmares-2021-lualaba-2.pdf,palmares-2021-lualaba-2.txt,palmares-2021-lualaba-2.txt,9034,4599,-4435
palmares-2021-mai-ndombe-1.pdf,palmares-2021-mai-ndombe-1.txt,palmares-2021-mai-ndombe-1.txt,23022,11845,-11177
palmares-2021-mai-ndombe-2.pdf,palmares-2021-mai-ndombe-2.txt,palmares-2021-mai-ndombe-2.txt,11543,11072,-471
palmares-2021-maniema-1.pdf,palmares-2021-maniema-1.txt,palmares-2021-maniema-1.txt,15448,8148,-7300
palmares-2021-maniema-2.pdf,palmares-2021-maniema-2.txt,palmares-2021-maniema-2.txt,13731,7126,-6605
palmares-2021-mongala-1.pdf,palmares-2021-mongala-1.txt,palmares-2021-mongala-1.txt,10578,5583,-4995
palmares-2021-mongala-2.pdf,palmares-2021-mongala-2.txt,palmares-2021-mongala-2.txt,3840,2111,-1729
palmares-2021-nord-kivu-1.pdf,palmares-2021-nord-kivu-1.txt,palmares-2021-nord-kivu-1.txt,25264,12972,-12292
palmares-2021-nord-kivu-2.pdf,palmares-2021-nord-kivu-2.txt,palmares-2021-nord-kivu-2.txt,38259,19851,-18408
palmares-2021-nord-kivu-3.pdf,palmares-2021-nord-kivu-3.txt,palmares-2021-nord-kivu-3.txt,23846,12358,-11488
palmares-2021-nord-ubangi-1.pdf,palmares-2021-nord-ubangi-1.txt,palmares-2021-nord-ubangi-1.txt,9468,4975,-4493
palmares-2021-nord-ubangi-2.pdf,,palmares-2021-nord-ubangi-2.txt,,,
palmares-2021-sankuru-1.pdf,palmares-2021-sankuru-1.txt,palmares-2021-sankuru-1.txt,17789,9233,-8556
palmares-2021-sankuru-2.pdf,palmares-2021-sankuru-2.txt,palmares-2021-sankuru-2.txt,10538,5639,-4899
palmares-2021-sud-kivu-1.pdf,palmares-2021-sud-kivu-1.txt,palmares-2021-sud-kivu-1.txt,50790,25768,-25022
palmares-2021-sud-kivu-2.pdf,palmares-2021-sud-kivu-2.txt,palmares-2021-sud-kivu-2.txt,20801,10629,-10172
palmares-2021-sud-kivu-3.pdf,palmares-2021-sud-kivu-3.txt,palmares-2021-sud-kivu-3.txt,6535,3453,-3082
palmares-2021-sud-ubangi-1.pdf,palmares-2021-sud-ubangi-1.txt,palmares-2021-sud-ubangi-1.txt,13602,7281,-6321
palmares-2021-sud-ubangi-2.pdf,palmares-2021-sud-ubangi-2.txt,palmares-2021-sud-ubangi-2.txt,12819,6728,-6091
palmares-2021-tanganyika-1.pdf,palmares-2021-tanganyika-1.txt,palmares-2021-tanganyika-1.txt,9400,4800,-4600
palmares-2021-tanganyika-2.pdf,palmares-2021-tanganyika-2.txt,palmares-2021-tanganyika-2.txt,13474,6849,-6625
palmares-2021-tshopo-1.pdf,palmares-2021-tshopo-1.txt,palmares-2021-tshopo-1.txt,23382,12080,-11302
palmares-2021-tshopo-2.pdf,palmares-2021-tshopo-2.txt,palmares-2021-tshopo-2.txt,13744,7249,-6495
palmares-2021-tshuapa-1.pdf,,palmares-2021-tshuapa-1.txt,,,
palmares-2021-tshuapa-2.pdf,palmares-2021-tshuapa-2.txt,palmares-2021-tshuapa-2.txt,7663,3876,-3787
palmares-2022-bas-uele-code-54.pdf,palmares-2022-bas-uele-code-54.txt,palmares-2022-bas-uele-54.txt,3621,3383,-238
palmares-2022-equateur-1-code-41.pdf,palmares-2022-equateur-1-code-41.txt,palmares-2022-equateur-1-41.txt,13118,12328,-790
palmares-2022-equateur-2-code-46.pdf,palmares-2022-equateur-2-code-46.txt,palmares-2022-equateur-2-46.txt,5460,5042,-418
palmares-2022-global.pdf,palmares-2022-global.txt,palmares-2022-global.txt,802964,757446,-45518
palmares-2022-haut-katanga-1-code-71.pdf,palmares-2022-haut-katanga-1-code-71.txt,palmares-2022-haut-katanga-1-71.txt,81203,76301,-4902
palmares-2022-haut-katanga-2-code-76.pdf,palmares-2022-haut-katanga-2-code-76.txt,palmares-2022-haut-katanga-2-76.txt,4559,4306,-253
palmares-2022-haut-lomami-1-code-72.pdf,palmares-2022-haut-lomami-1-code-72.txt,palmares-2022-haut-lomami-1-72.txt,14190,13329,-861
palmares-2022-haut-lomami-2-code-75.pdf,palmares-2022-haut-lomami-2-code-75.txt,palmares-2022-haut-lomami-2-75.txt,8902,8511,-391
palmares-2022-haut-uele-1-code-53.pdf,palmares-2022-haut-uele-1-code-53.txt,palmares-2022-haut-uele-1-53.txt,3046,2714,-332
palmares-2022-haut-uele-2-code-58.pdf,palmares-2022-haut-uele-2-code-58.txt,palmares-2022-haut-uele-2-58.txt,2357,2099,-258
palmares-2022-hors-frontiere-code-01.pdf,palmares-2022-hors-frontiere-code-01.txt,palmares-2022-hors-frontiere-01.txt,415,401,-14
palmares-2022-ituri-1-code-52.pdf,palmares-2022-ituri-1-code-52.txt,palmares-2022-ituri-1-52.txt,11272,10541,-731
palmares-2022-ituri-2-code-56.pdf,palmares-2022-ituri-2-code-56.txt,palmares-2022-ituri-2-56.txt,3026,2759,-267
palmares-2022-ituri-3-code-57.pdf,palmares-2022-ituri-3-code-57.txt,palmares-2022-ituri-3-57.txt,2303,2046,-257
palmares-2022-junacyc.pdf,palmares-2022-junacyc.txt,palmares-2022-junacyc.txt,7476,6809,-667
palmares-2022-kasai-1-code-82.pdf,palmares-2022-kasai-1-code-82.txt,palmares-2022-kasai-1-82.txt,17583,16258,-1325
palmares-2022-kasai-2-code-84.pdf,palmares-2022-kasai-2-code-84.txt,palmares-2022-kasai-2-84.txt,19819,18683,-1136
palmares-2022-kasai-central-1-code-81.pdf,palmares-2022-kasai-central-1-code-81.txt,palmares-2022-kasai-central-1-81.txt,20330,19249,-1081
palmares-2022-kasai-central-2-code-83.pdf,palmares-2022-kasai-central-2-code-83.txt,palmares-2022-kasai-central-2-83.txt,12470,11935,-535
palmares-2022-kasai-oriental-1-code-91.pdf,palmares-2022-kasai-oriental-1-code-91.txt,palmares-2022-kasai-oriental-1-91.txt,17850,16912,-938
palmares-2022-kasai-oriental-2-code-94.pdf,palmares-2022-kasai-oriental-2-code-94.txt,palmares-2022-kasai-oriental-2-code-94.txt,2345,2189,-156
palmares-2022-kinshasa-funa-code-12.pdf,palmares-2022-kinshasa-funa-code-12.txt,palmares-2022-kinshasa-funa-code-12.txt,26814,25387,-1427
palmares-2022-kinshasa-lukunga-code-13.pdf,palmares-2022-kinshasa-lukunga-code-13.txt,palmares-2022-kinshasa-lukunga-code-13.txt,39256,36765,-2491
palmares-2022-kinshasa-mont-amba-code-11.pdf,palmares-2022-kinshasa-mont-amba-code-11.txt,palmares-2022-kinshasa-mont-amba-code-11.txt,32393,30500,-1893
palmares-2022-kinshasa-plateau-code-15.pdf,palmares-2022-kinshasa-plateau-code-15.txt,palmares-2022-kinshasa-plateau-code-15.txt,17010,15865,-1145
palmares-2022-kinshasa-tshangu-code-14.pdf,palmares-2022-kinshasa-tshangu-code-14.txt,palmares-2022-kinshasa-tshangu-code-14.txt,40481,38247,-2234
palmares-2022-kongo-central-1-code-21.pdf,palmares-2022-kongo-central-1-code-21.txt,palmares-2022-kongo-central-1-code-21.txt,36733,34820,-1913
palmares-2022-kongo-central-2-code-22.pdf,palmares-2022-kongo-central-2-code-22.txt,palmares-2022-kongo-central-2-code-22.txt,11015,9993,-1022
palmares-2022-kongo-central-3-code-23.pdf,palmares-2022-kongo-central-3-code-23.txt,palmares-2022-kongo-central-3-code-23.txt,7325,6849,-476
