bronze,sliver,gold,sliver_lines,gold_lines,difference
palmares-definitif-lomami2017-93.pdf,palmares-definitif-lomami2017-93.txt,palmares-2017-definitif-lomami-93.txt,19170,17909,-1261
palmares-definitif-lualaba-2017-74.pdf,palmares-definitif-lualaba-2017-74.txt,palmares-2017-definitif-lualaba-74.txt,8382,7827,-555
palmares-definitif-maindombe-2017-31.pdf,palmares-definitif-maindombe-2017-31.txt,palmares-2017-definitif-maindombe-31.txt,12884,11993,-891
palmares-definitif-maniema-2017-64.pdf,palmares-definitif-maniema-2017-64.txt,palmares-2017-definitif-maniema-64.txt,13928,12915,-1013
palmares-definitif-mongala-2017-44.pdf,palmares-definitif-mongala-2017-44.txt,palmares-2017-definitif-mongala-44.txt,7267,6698,-569
palmares-definitif-nord-kivu-1-2017-61.pdf,palmares-definitif-nord-kivu-1-2017-61.txt,palmares-2017-definitif-nord-kivu-1-61.txt,25365,23911,-1454
palmares-definitif-nord-kivu-2-2017-62.pdf,palmares-definitif-nord-kivu-2-2017-62.txt,palmares-2017-definitif-nord-kivu-2-62.txt,22010,20732,-1278
palmares-definitif-nord-ubangi-2017-45.pdf,palmares-definitif-nord-ubangi-2017-45.txt,palmares-2017-definitif-nord-ubangi-45.txt,5431,5028,-403
palmares-definitif-sankuru-2017-92.pdf,palmares-definitif-sankuru-2017-92.txt,palmares-2017-definitif-sankuru-92.txt,12482,11385,-1097
palmares-definitif-sud-kivu-2017-63.pdf,palmares-definitif-sud-kivu-2017-63.txt,palmares-2017-definitif-sud-kivu-63.txt,39665,37477,-2188
palmares-definitif-sud-ubangi-2017-42.pdf,palmares-definitif-sud-ubangi-2017-42.txt,palmares-2017-definitif-sud-ubangi-42.txt,10070,9384,-686
palmares-definitif-tanganyika-2017-73.pdf,palmares-definitif-tanganyika-2017-73.txt,palmares-2017-definitif-tanganyika-73.txt,10786,10110,-676
palmares-definitif-tshopo-2017-51.pdf,palmares-definitif-tshopo-2017-51.txt,palmares-2017-definitif-tshopo-51.txt,18768,17528,-1240
palmares-definitif-tshuapa-2017-43.pdf,palmares-definitif-tshuapa-2017-43.txt,palmares-2017-definitif-tshuapa-43.txt,4484,4132,-352
palmares-equateur-1-41-2010.pdf,palmares-equateur-1-41-2010.txt,palmares-2010-equateur-1-41.txt,7695,7326,-369
palmares-equateur-1-41-2013.pdf,palmares-equateur-1-41-2013.txt,palmares-2013-equateur-1-41.txt,9004,8356,-648
palmares-equateur-1-41-2015.pdf,palmares-equateur-1-41-2015.txt,palmares-2015-equateur-1-41.txt,11922,11158,-764
palmares-equateur-2-42-2010.pdf,palmares-equateur-2-42-2010.txt,palmares-2010-equateur-2-42.txt,4345,3997,-348
palmares-equateur-2-42-2013.pdf,palmares-equateur-2-42-2013.txt,palmares-2013-equateur-2-42.txt,6237,5697,-540
palmares-equateur-2-42-2015.pdf,palmares-equateur-2-42-2015.txt,palmares-2015-equateur-2-42.txt,7923,7335,-588
palmares-equateur-2008.pdf,palmares-equateur-2008.txt,palmares-2008-equateur.txt,12065,11348,-717
palmares-equateur-2009.pdf,palmares-equateur-2009.txt,palmares-2009-equateur.txt,23204,21644,-1560
palmares-equateur-2012.pdf,palmares-equateur-2012.txt,palmares-2012-equateur.txt,23441,22260,-1181
palmares-equateur-2018.pdf,palmares-equateur-2018.txt,palmares-2018-equateur.txt,14233,13376,-857
palmares-equateur-3-43-2010.pdf,palmares-equateur-3-43-2010.txt,palmares-2010-equateur-3-43.txt,3837,3673,-164
palmares-equateur-3-43-2013.pdf,palmares-equateur-3-43-2013.txt,palmares-2013-equateur-3-43.txt,3929,3616,-313
palmares-equateur-3-43-2015.pdf,palmares-equateur-3-43-2015.txt,palmares-2015-equateur-3-43.txt,3867,3566,-301
palmares-equateur-4-44-2010.pdf,palmares-equateur-4-44-2010.txt,palmares-2010-equateur-4-44.txt,5996,5696,-300
palmares-equateur-4-44-2013.pdf,palmares-equateur-4-44-2013.txt,palmares-2013-equateur-4-44.txt,5474,5025,-449
palmares-equateur-4-44-2015.pdf,palmares-equateur-4-44-2015.txt,palmares-2015-equateur-4-44.txt,7177,6662,-515
palmares-equateur-5-45-2010.pdf,palmares-equateur-5-45-2010.txt,palmares-2010-equateur-5-45.txt,3181,2960,-221
palmares-equateur-5-45-2013.pdf,palmares-equateur-5-45-2013.txt,palmares-2013-equateur-5-45.txt,3389,3146,-243
palmares-equateur-5-45-2015.pdf,palmares-equateur-5-45-2015.txt,palmares-2015-equateur-5-45.txt,4608,4239,-369
palmares-global-2015.pdf,palmares-global-2015.txt,palmares-2015-global.txt,500065,467778,-32287
palmares-haut-katanga-2018.pdf,palmares-haut-katanga-2018.txt,palmares-2018-haut-katanga.txt,60415,56990,-3425
palmares-haut-lomami-2018.pdf,palmares-haut-lomami-2018.txt,palmares-2018-haut-lomami.txt,20893,19899,-994
palmares-haut-uele-2018.pdf,palmares-haut-uele-2018.txt,palmares-2018-haut-uele.txt,5335,4983,-352
palmares-hf-2016.pdf,palmares-hf-2016.txt,palmares-2016-hf.txt,506,462,-44
palmares-hors-frontier-2008.pdf,palmares-hors-frontier-2008.txt,palmares-2008-hors-frontier.txt,155,143,-12
palmares-hors-frontiere-01-2013.pdf,palmares-hors-frontiere-01-2013.txt,palmares-2013-hors-frontiere-01.txt,378,349,-29
palmares-hors-frontiere-2012.pdf,palmares-hors-frontiere-2012.txt,palmares-2012-hors-frontiere.txt,750,662,-88
palmares-hors-frontiere-2018.pdf,palmares-hors-frontiere-2018.txt,palmares-2018-hors-frontiere.txt,443,437,-6
palmares-hors-frontieres-01-2010.pdf,palmares-hors-frontieres-01-2010.txt,palmares-2010-hors-frontieres-01.txt,330,294,-36
palmares-hors-frontieres-2009.pdf,palmares-hors-frontieres-2009.txt,palmares-2009-hors-frontieres.txt,212,191,-21
palmares-ituri-2018.pdf,palmares-ituri-2018.txt,palmares-2018-ituri.txt,15842,14829,-1013
palmares-junacyc-2012.pdf,palmares-junacyc-2012.txt,palmares-2012-junacyc.txt,8515,7800,-715
palmares-junacyc-2013.pdf,palmares-junacyc-2013.txt,palmares-2013-junacyc.txt,8270,7477,-793
palmares-junacyc-2015.pdf,palmares-junacyc-2015.txt,palmares-2015-junacyc.txt,7135,6419,-716
palmares-junacyc-2020-final.pdf,palmares-junacyc-2020-final.txt,palmares-2020-junacyc-final.txt,7211,6542,-669
palmares-kasai-2018.pdf,palmares-kasai-2018.txt,palmares-2018-kasai.txt,23912,22207,-1705
palmares-kasai-central-2018.pdf,palmares-kasai-central-2018.txt,palmares-2018-kasai-central.txt,23096,21699,-1397
palmares-kasai-occ-1-81-2010.pdf,palmares-kasai-occ-1-81-2010.txt,palmares-2010-kasai-occ-1-81.txt,12905,12211,-694
palmares-kasai-occ-2-82-2010.pdf,palmares-kasai-occ-2-82-2010.txt,palmares-2010-kasai-occ-2-82.txt,13224,12491,-733
palmares-kasai-occ-2008.pdf,palmares-kasai-occ-2008.txt,palmares-2008-kasai-occ.txt,9594,9089,-505
palmares-kasai-occ-2012.pdf,palmares-kasai-occ-2012.txt,palmares-2012-kasai-occ.txt,33271,31574,-1697
palmares-kasai-occidental-1-81-2013.pdf,palmares-kasai-occidental-1-81-2013.txt,palmares-2013-kasai-occidental-1-81.txt,13591,12635,-956
palmares-kasai-occidental-1-81-2015.pdf,palmares-kasai-occidental-1-81-2015.txt,palmares-2015-kasai-occidental-1-81.txt,16620,15472,-1148
palmares-kasai-occidental-2-82-2013.pdf,palmares-kasai-occidental-2-82-2013.txt,palmares-2013-kasai-occidental-2-82.txt,15981,14942,-1039
palmares-kasai-occidental-2-82-2015.pdf,palmares-kasai-occidental-2-82-2015.txt,palmares-2015-kasai-occidental-2-82.txt,16790,15395,-1395
palmares-kasai-occidental-2009.pdf,palmares-kasai-occidental-2009.txt,palmares-2009-kasai-occidental.txt,22560,21292,-1268
palmares-kasai-or-2008.pdf,palmares-kasai-or-2008.txt,palmares-2008-kasai-or.txt,16151,15331,-820
palmares-kasai-or-2012.pdf,palmares-kasai-or-2012.txt,palmares-2012-kasai-or.txt,29274,27599,-1675
palmares-kasai-orient-1-91-2010.pdf,palmares-kasai-orient-1-91-2010.txt,palmares-2010-kasai-orient-1-91.txt,8308,7920,-388
palmares-kasai-orient-2-92-2010.pdf,palmares-kasai-orient-2-92-2010.txt,palmares-2010-kasai-orient-2-92.txt,8135,7557,-578
palmares-kasai-orient-3-93-2010.pdf,palmares-kasai-orient-3-93-2010.txt,palmares-2010-kasai-orient-3-93.txt,13623,12872,-751
palmares-kasai-oriental-1-91-2013.pdf,palmares-kasai-oriental-1-91-2013.txt,palmares-2013-kasai-oriental-1-91.txt,6920,6424,-496
palmares-kasai-oriental-1-91-2015.pdf,palmares-kasai-oriental-1-91-2015.txt,palmares-2015-kasai-oriental-1-91.txt,11535,10946,-589
palmares-kasai-oriental-2-92-2013.pdf,palmares-kasai-oriental-2-92-2013.txt,palmares-2013-kasai-oriental-2-92.txt,11207,10430,-777
palmares-kasai-oriental-2-92-2015.pdf,palmares-kasai-oriental-2-92-2015.txt,palmares-2015-kasai-oriental-2-92.txt,9222,8252,-970
palmares-kasai-oriental-2009.pdf,palmares-kasai-oriental-2009.txt,palmares-2009-kasai-oriental.txt,24350,22836,-1514
palmares-kasai-oriental-2018.pdf,palmares-kasai-oriental-2018.txt,palmares-2018-kasai-oriental.txt,18482,17699,-783
palmares-kasai-oriental-3-93-2013.pdf,palmares-kasai-oriental-3-93-2013.txt,palmares-2013-kasai-oriental-3-93.txt,10171,9101,-1070
palmares-kasai-oriental-3-93-2015.pdf,palmares-kasai-oriental-3-93-2015.txt,palmares-2015-kasai-oriental-3-93.txt,17340,16286,-1054
palmares-katanga-1-71-2010.pdf,palmares-katanga-1-71-2010.txt,palmares-2010-katanga-1-71.txt,24208,22891,-1317
palmares-katanga-1-71-2013.pdf,palmares-katanga-1-71-2013.txt,palmares-2013-katanga-1-71.txt,23518,21737,-1781
palmares-katanga-1-71-2015.pdf,palmares-katanga-1-71-2015.txt,palmares-2015-katanga-1-71.txt,36951,34722,-2229
palmares-katanga-2-72-2010.pdf,palmares-katanga-2-72-2010.txt,palmares-2010-katanga-2-72.txt,11188,10684,-504
palmares-katanga-2-72-2013.pdf,palmares-katanga-2-72-2013.txt,palmares-2013-katanga-2-72.txt,9968,9282,-686
palmares-katanga-2-72-2015.pdf,palmares-katanga-2-72-2015.txt,palmares-2015-katanga-2-72.txt,13945,13137,-808
palmares-katanga-2008.pdf,palmares-katanga-2008.txt,palmares-2008-katanga.txt,29070,27646,-1424
palmares-katanga-2009.pdf,palmares-katanga-2009.txt,palmares-2009-katanga.txt,44297,42153,-2144
palmares-katanga-2012.pdf,palmares-katanga-2012.txt,palmares-2012-katanga.txt,26876,25729,-1147
palmares-katanga-3-73-2010.pdf,palmares-katanga-3-73-2010.txt,palmares-2010-katanga-3-73.txt,7240,6883,-357
palmares-katanga-3-73-2013.pdf,palmares-katanga-3-73-2013.txt,palmares-2013-katanga-3-73.txt,7913,7417,-496
palmares-katanga-3-73-2015.pdf,palmares-katanga-3-73-2015.txt,palmares-2015-katanga-3-73.txt,10779,10175,-604
palmares-katanga-4-74-2010.pdf,palmares-katanga-4-74-2010.txt,palmares-2010-katanga-4-74.txt,4228,3956,-272
palmares-katanga-4-74-2013.pdf,palmares-katanga-4-74-2013.txt,palmares-2013-katanga-4-74.txt,4905,4571,-334
palmares-katanga-4-74-2015.pdf,palmares-katanga-4-74-2015.txt,palmares-2015-katanga-4-74.txt,6874,6453,-421
palmares-katanga1-2012.pdf,palmares-katanga1-2012.txt,palmares-2012-katanga1.txt,23925,22566,-1359
palmares-kin-2008.pdf,palmares-kin-2008.txt,palmares-2008-kin.txt,20991,20221,-770
palmares-kinsahsa-2009.pdf,palmares-kinsahsa-2009.txt,palmares-2009-kinsahsa.txt,75802,72657,-3145
palmares-kinshasa-2012.pdf,palmares-kinshasa-2012.txt,palmares-2012-kinshasa.txt,52667,49738,-2929
palmares-kinshasa-2016.pdf,palmares-kinshasa-2016.txt,palmares-2016-kinshasa.txt,122010,116049,-5961
palmares-kinshasa-2018.pdf,palmares-kinshasa-2018.txt,palmares-2018-kinshasa.txt,128897,121625,-7272
palmares-kinshasa-centre-12-2010.pdf,palmares-kinshasa-centre-12-2010.txt,palmares-2010-kinshasa-centre-12.txt,25562,24746,-816
palmares-kinshasa-centre-12-2013.pdf,palmares-kinshasa-centre-12-2013.txt,palmares-2013-kinshasa-centre-12.txt,27676,26535,-1141
palmares-kinshasa-centre-12-2015.pdf,palmares-kinshasa-centre-12-2015.txt,palmares-2015-kinshasa-centre-12.txt,31629,30266,-1363
palmares-kinshasa-centre-2008.pdf,palmares-kinshasa-centre-2008.txt,palmares-2008-kinshasa-centre.txt,20726,20127,-599
palmares-kinshasa-est-11-2010.pdf,palmares-kinshasa-est-11-2010.txt,palmares-2010-kinshasa-est-11.txt,33292,31883,-1409
palmares-kinshasa-est-11-2013.pdf,palmares-kinshasa-est-11-2013.txt,palmares-2013-kinshasa-est-11.txt,30621,28632,-1989
palmares-kinshasa-est-11-2015.pdf,palmares-kinshasa-est-11-2015.txt,palmares-2015-kinshasa-est-11.txt,39775,37428,-2347
palmares-kinshasa-est-2008.pdf,palmares-kinshasa-est-2008.txt,palmares-2008-kinshasa-est.txt,21006,20239,-767
palmares-kinshasa-ouest-13-2010.pdf,palmares-kinshasa-ouest-13-2010.txt,palmares-2010-kinshasa-ouest-13.txt,20848,19819,-1029
palmares-kinshasa-ouest-13-2013.pdf,palmares-kinshasa-ouest-13-2013.txt,palmares-2013-kinshasa-ouest-13.txt,23170,21705,-1465
palmares-kinshasa-ouest-13-2015.pdf,palmares-kinshasa-ouest-13-2015.txt,palmares-2015-kinshasa-ouest-13.txt,28789,27079,-1710
palmares-kinshasa-ouest-2008.pdf,palmares-kinshasa-ouest-2008.txt,palmares-2008-kinshasa-ouest.txt,15491,14816,-675
palmares-kongo-central-2018.pdf,palmares-kongo-central-2018.txt,palmares-2018-kongo-central.txt,36375,33920,-2455
palmares-kwango-2018.pdf,palmares-kwango-2018.txt,palmares-2018-kwango.txt,19211,17712,-1499
palmares-kwilu-2018.pdf,palmares-kwilu-2018.txt,palmares-2018-kwilu.txt,61785,56915,-4870
palmares-lomami-2018.pdf,palmares-lomami-2018.txt,palmares-2018-lomami.txt,22046,20692,-1354
palmares-lualaba-2018.pdf,palmares-lualaba-2018.txt,palmares-2018-lualaba.txt,10187,9547,-640
palmares-maindombe-2018.pdf,palmares-maindombe-2018.txt,palmares-2018-maindombe.txt,14185,13290,-895
palmares-maniema-2008.pdf,palmares-maniema-2008.txt,palmares-2008-maniema.txt,4479,4291,-188
palmares-maniema-2009.pdf,palmares-maniema-2009.txt,palmares-2009-maniema.txt,10227,9745,-482
palmares-maniema-2012.pdf,palmares-maniema-2012.txt,palmares-2012-maniema.txt,10921,10402,-519
palmares-maniema-2018.pdf,palmares-maniema-2018.txt,palmares-2018-maniema.txt,15979,15011,-968
palmares-maniema-64-2010.pdf,palmares-maniema-64-2010.txt,palmares-2010-maniema-64.txt,10676,10153,-523
palmares-maniema-64-2013.pdf,palmares-maniema-64-2013.txt,palmares-2013-maniema-64.txt,8752,7933,-819
palmares-maniema-64-2015.pdf,palmares-maniema-64-2015.txt,palmares-2015-maniema-64.txt,13158,12239,-919
palmares-mongala-2018.pdf,palmares-mongala-2018.txt,palmares-2018-mongala.txt,8666,8033,-633
palmares-nord-kivu-1-61-2010.pdf,palmares-nord-kivu-1-61-2010.txt,palmares-2010-nord-kivu-1-61.txt,11366,10793,-573
palmares-nord-kivu-1-61-2013.pdf,palmares-nord-kivu-1-61-2013.txt,palmares-2013-nord-kivu-1-61.txt,15479,14538,-941
palmares-nord-kivu-1-61-2015.pdf,palmares-nord-kivu-1-61-2015.txt,palmares-2015-nord-kivu-1-61.txt,22366,21144,-1222
palmares-nord-kivu-2-62-2010.pdf,palmares-nord-kivu-2-62-2010.txt,palmares-2010-nord-kivu-2-62.txt,10475,9717,-758
palmares-nord-kivu-2-62-2013.pdf,palmares-nord-kivu-2-62-2013.txt,palmares-2013-nord-kivu-2-62.txt,15908,14881,-1027
palmares-nord-kivu-2-62-2015.pdf,palmares-nord-kivu-2-62-2015.txt,palmares-2015-nord-kivu-2-62.txt,19209,18150,-1059
palmares-nord-kivu-2008.pdf,palmares-nord-kivu-2008.txt,palmares-2008-nord-kivu.txt,14485,13622,-863
palmares-nord-kivu-2009.pdf,palmares-nord-kivu-2009.txt,palmares-2009-nord-kivu.txt,24201,23018,-1183
palmares-nord-kivu-2012.pdf,palmares-nord-kivu-2012.txt,palmares-2012-nord-kivu.txt,25257,24027,-1230
palmares-nord-kivu-2018.pdf,palmares-nord-kivu-2018.txt,palmares-2018-nord-kivu.txt,51815,48703,-3112
palmares-nord-ubangi-2018.pdf,palmares-nord-ubangi-2018.txt,palmares-2018-nord-ubangi.txt,5971,5500,-471
palmares-orientale-2012.pdf,palmares-orientale-2012.txt,palmares-2012-orientale.txt,22393,21265,-1128
palmares-province-orientale-1-51-2010.pdf,palmares-province-orientale-1-51-2010.txt,palmares-2010-province-orientale-1-51.txt,9485,9017,-468
palmares-province-orientale-1-51-2013.pdf,palmares-province-orientale-1-51-2013.txt,palmares-2013-province-orientale-1-51.txt,11248,10499,-749
palmares-province-orientale-1-51-2015.pdf,palmares-province-orientale-1-51-2015.txt,palmares-2015-province-orientale-1-51.txt,13827,12915,-912
palmares-province-orientale-2-52-2010.pdf,palmares-province-orientale-2-52-2010.txt,palmares-2010-province-orientale-2-52.txt,6509,6044,-465
palmares-province-orientale-2-52-2013.pdf,palmares-province-orientale-2-52-2013.txt,palmares-2013-province-orientale-2-52.txt,8838,8169,-669
palmares-province-orientale-2-52-2015.pdf,palmares-province-orientale-2-52-2015.txt,palmares-2015-province-orientale-2-52.txt,12409,11621,-788
palmares-province-orientale-2008.pdf,palmares-province-orientale-2008.txt,palmares-2008-province-orientale.txt,9166,8560,-606
palmares-province-orientale-2009.pdf,palmares-province-orientale-2009.txt,palmares-2009-province-orientale.txt,15290,14267,-1023
palmares-province-orientale-3-53-2010.pdf,palmares-province-orientale-3-53-2010.txt,palmares-2010-province-orientale-3-53.txt,2972,2750,-222
palmares-province-orientale-3-53-2013.pdf,palmares-province-orientale-3-53-2013.txt,palmares-2013-province-orientale-3-53.txt,3037,2829,-208
palmares-province-orientale-3-53-2015.pdf,palmares-province-orientale-3-53-2015.txt,palmares-2015-province-orientale-3-53.txt,3699,3462,-237
palmares-province-orientale-4-54-2013.pdf,palmares-province-orientale-4-54-2013.txt,palmares-2013-province-orientale-4-54.txt,1116,1001,-115
palmares-province-orientale-4-54-2015.pdf,palmares-province-orientale-4-54-2015.txt,palmares-2015-province-orientale-4-54.txt,1923,1781,-142
palmares-recours-2012.pdf,palmares-recours-2012.txt,palmares-2012-recours.txt,139,137,-2
palmares-sankuru-2018.pdf,palmares-sankuru-2018.txt,palmares-2018-sankuru.txt,15558,14377,-1181
palmares-sud-kivu-2008.pdf,palmares-sud-kivu-2008.txt,palmares-2008-sud-kivu.txt,13760,13061,-699
palmares-sud-kivu-2009.pdf,palmares-sud-kivu-2009.txt,palmares-2009-sud-kivu.txt,17101,16131,-970
palmares-sud-kivu-2012.pdf,palmares-sud-kivu-2012.txt,palmares-2012-sud-kivu.txt,28748,27649,-1099
palmares-sud-kivu-2018.pdf,palmares-sud-kivu-2018.txt,palmares-2018-sud-kivu.txt,46617,44285,-2332
palmares-sud-kivu-63-2010.pdf,palmares-sud-kivu-63-2010.txt,palmares-2010-sud-kivu-63.txt,18353,17260,-1093
palmares-sud-kivu-63-2013.pdf,palmares-sud-kivu-63-2013.txt,palmares-2013-sud-kivu-63.txt,25764,24254,-1510
palmares-sud-kivu-63-2015.pdf,palmares-sud-kivu-63-2015.txt,palmares-2015-sud-kivu-63.txt,35073,33175,-1898
palmares-sud-ubangi-2018.pdf,palmares-sud-ubangi-2018.txt,palmares-2018-sud-ubangi.txt,13105,12237,-868
palmares-tanganyika-2018.pdf,palmares-tanganyika-2018.txt,palmares-2018-tanganyika.txt,13177,12421,-756
palmares-tshopo-2018.pdf,palmares-tshopo-2018.txt,palmares-2018-tshopo.txt,22826,21410,-1416
palmares-tshuapa-2018.pdf,palmares-tshuapa-2018.txt,palmares-2018-tshuapa.txt,5010,4668,-342
